Date,UAI,NDVI
2020-01-01,MCDA UAI 1,0.6355393497757849
2020-01-01,MCDA UAI 2,0.6602721345940108
2020-01-01,MCDA UAI 3,0.7482934592645244
2020-01-01,MCDA UAI 4,0.7304203703703704
2020-01-01,MCDA UAI 5,
2020-02-01,MCDA UAI 1,0.6298942093975434
2020-02-01,MCDA UAI 2,0.6069842588494214
2020-02-01,MCDA UAI 3,0.7101123679332703
2020-02-01,MCDA UAI 4,0.6768796296296297
2020-02-01,MCDA UAI 5,
2020-03-01,MCDA UAI 1,0.5510380649249366
2020-03-01,MCDA UAI 2,0.5884603518972072
2020-03-01,MCDA UAI 3,0.701536716750701
2020-03-01,MCDA UAI 4,0.7148833333333334
2020-03-01,MCDA UAI 5,
2020-04-01,MCDA UAI 1,0.5624738964710468
2020-04-01,MCDA UAI 2,0.5855797830572632
2020-04-01,MCDA UAI 3,0.6844593732038952
2020-04-01,MCDA UAI 4,0.7066268518518519
2020-04-01,MCDA UAI 5,
2020-05-01,MCDA UAI 1,0.5203297887827388
2020-05-01,MCDA UAI 2,0.555974648096341
2020-05-01,MCDA UAI 3,0.6380694821399441
2020-05-01,MCDA UAI 4,0.6558987654320987
2020-05-01,MCDA UAI 5,
2020-06-01,MCDA UAI 1,0.4369827130044845
2020-06-01,MCDA UAI 2,0.5144055739371921
2020-06-01,MCDA UAI 3,0.5983783629232299
2020-06-01,MCDA UAI 4,0.6252472222222222
2020-06-01,MCDA UAI 5,
2020-07-01,MCDA UAI 1,0.38940756872684745
2020-07-01,MCDA UAI 2,0.45502976408775975
2020-07-01,MCDA UAI 3,0.5519109738361746
2020-07-01,MCDA UAI 4,0.588175925925926
2020-07-01,MCDA UAI 5,
2020-08-01,MCDA UAI 1,0.3698139491128876
2020-08-01,MCDA UAI 2,0.42650821635472175
2020-08-01,MCDA UAI 3,0.4899661813546763
2020-08-01,MCDA UAI 4,0.566575925925926
2020-08-01,MCDA UAI 5,
2020-09-01,MCDA UAI 1,0.36394904464807953
2020-09-01,MCDA UAI 2,0.4264128028991071
2020-09-01,MCDA UAI 3,0.48796817347332744
2020-09-01,MCDA UAI 4,0.5636027777777777
2020-09-01,MCDA UAI 5,
2020-10-01,MCDA UAI 1,0.40047858062000385
2020-10-01,MCDA UAI 2,0.4624060474865613
2020-10-01,MCDA UAI 3,0.5844973751115458
2020-10-01,MCDA UAI 4,0.5939324074074074
2020-10-01,MCDA UAI 5,
2020-11-01,MCDA UAI 1,0.45355632806914925
2020-11-01,MCDA UAI 2,0.5328197951723662
2020-11-01,MCDA UAI 3,0.663848963763647
2020-11-01,MCDA UAI 4,0.6309098765432098
2020-11-01,MCDA UAI 5,
2020-12-01,MCDA UAI 1,0.5304594570091636
2020-12-01,MCDA UAI 2,0.6612520142731567
2020-12-01,MCDA UAI 3,0.7501124907628867
2020-12-01,MCDA UAI 4,0.7436592592592592
2020-12-01,MCDA UAI 5,
2021-01-01,MCDA UAI 1,0.652688526028466
2021-01-01,MCDA UAI 2,0.6806349817230306
2021-01-01,MCDA UAI 3,0.7339607235921806
2021-01-01,MCDA UAI 4,0.6820074074074074
2021-01-01,MCDA UAI 5,
2021-02-01,MCDA UAI 1,0.6000187892376683
2021-02-01,MCDA UAI 2,0.6272324773828485
2021-02-01,MCDA UAI 3,0.7000286312481103
2021-02-01,MCDA UAI 4,0.6777342592592593
2021-02-01,MCDA UAI 5,
2021-03-01,MCDA UAI 1,0.5463237209982454
2021-03-01,MCDA UAI 2,0.6158355200633708
2021-03-01,MCDA UAI 3,0.7182170396378412
2021-03-01,MCDA UAI 4,0.7262268518518519
2021-03-01,MCDA UAI 5,
2021-04-01,MCDA UAI 1,0.6038831949047897
2021-04-01,MCDA UAI 2,0.6145432694679017
2021-04-01,MCDA UAI 3,0.6953278147316886
2021-04-01,MCDA UAI 4,0.6812938271604937
2021-04-01,MCDA UAI 5,
2021-05-01,MCDA UAI 1,0.5422644579840127
2021-05-01,MCDA UAI 2,0.5790690818265275
2021-05-01,MCDA UAI 3,0.6528244760965947
2021-05-01,MCDA UAI 4,0.6591490740740741
2021-05-01,MCDA UAI 5,
2021-06-01,MCDA UAI 1,0.4506983564047575
2021-06-01,MCDA UAI 2,0.5191613713037427
2021-06-01,MCDA UAI 3,0.601233883938122
2021-06-01,MCDA UAI 4,0.6331842592592594
2021-06-01,MCDA UAI 5,
